"State_Name","Constituency_No","Constituency_Name","Year","Assembly_No","volatility"
"Gujarat",35,"MANAVADAR",1990,7,48.74
"Gujarat",35,"MANAVADAR",1995,8,55.99
"Gujarat",35,"MANAVADAR",1998,9,6.385
"Gujarat",35,"MANAVADAR",2002,10,2.775
"Gujarat",35,"MANAVADAR",2007,11,9.025
"Gujarat",36,"GANDHINAGAR NORTH",2017,13,6.115
"Gujarat",36,"GANDHINAGAR NORTH",2022,14,18.115
"Gujarat",36,"JUNAGADH",1972,3,33.33
"Gujarat",36,"KESHOD",1980,5,98.35
"Gujarat",36,"KESHOD",1985,6,98.485
"Gujarat",36,"KESHOD",1990,7,73.455
"Gujarat",36,"KESHOD",1995,8,48.245
"Gujarat",36,"KESHOD",1998,9,15.25
"Gujarat",36,"KESHOD",2002,10,8.28
"Gujarat",36,"KESHOD",2007,11,7.655
"Gujarat",37,"MANSA",2017,13,4.465
"Gujarat",37,"MANSA",2022,14,15.205
"Gujarat",37,"TALALA",1980,5,93.63
"Gujarat",37,"TALALA",1985,6,97.96
"Gujarat",37,"TALALA",1990,7,56.385
"Gujarat",37,"TALALA",1995,8,21.415
"Gujarat",37,"TALALA",1998,9,21.505
"Gujarat",37,"TALALA",2002,10,18.715
"Gujarat",37,"TALALA",2007,11,14.775
"Gujarat",37,"VISAVADAR",1972,3,48.955
"Gujarat",38,"KALOL",2017,13,7.88
"Gujarat",38,"KALOL",2022,14,6.705
"Gujarat",38,"SOMNATH",1980,5,85.615
"Gujarat",38,"SOMNATH",1985,6,97.11
"Gujarat",38,"SOMNATH",1990,7,50.04
"Gujarat",38,"SOMNATH",1995,8,54.375
"Gujarat",38,"SOMNATH",1998,9,33.07
"Gujarat",38,"SOMNATH",2002,10,23.05
"Gujarat",38,"SOMNATH",2007,11,10.215
"Gujarat",38,"UNA",1972,3,46.69
"Gujarat",39,"BABRA",1972,3,28.71
"Gujarat",39,"UNA",1980,5,100
"Gujarat",39,"UNA",1985,6,87.17
"Gujarat",39,"UNA",1990,7,54.99
"Gujarat",39,"UNA",1995,8,57.555
"Gujarat",39,"UNA",1998,9,35.585
"Gujarat",39,"UNA",2002,10,12.35
"Gujarat",39,"UNA",2007,11,9.62
"Gujarat",39,"VIRAMGAM",2017,13,17.65
"Gujarat",39,"VIRAMGAM",2022,14,38.455
"Gujarat",40,"LATHI",1972,3,53.43
"Gujarat",40,"SANAND",2017,13,24.705
"Gujarat",40,"SANAND",2022,14,25.89
"Gujarat",40,"VISAVADAR",1980,5,100.005
"Gujarat",40,"VISAVADAR",1985,6,86.695
"Gujarat",40,"VISAVADAR",1990,7,57.65
"Gujarat",40,"VISAVADAR",1995,8,55.855
"Gujarat",40,"VISAVADAR",1998,9,34.97
"Gujarat",40,"VISAVADAR",2002,10,30.285
"Gujarat",40,"VISAVADAR",2007,11,23.535
"Gujarat",41,"AMRELI",1972,3,61.2
"Gujarat",41,"GHATLODIA",2017,13,4.365
"Gujarat",41,"GHATLODIA",2022,14,18.94
"Gujarat",41,"MALIYA",1980,5,96.755
"Gujarat",41,"MALIYA",1988,6,83.445
"Gujarat",41,"MALIYA",1990,7,37.12
"Gujarat",41,"MALIYA",1995,8,49.09
"Gujarat",41,"MALIYA",1998,9,16.025
"Gujarat",41,"MALIYA",2002,10,19.79
"Gujarat",41,"MALIYA",2007,11,33.11
"Gujarat",42,"DHARI KODINAR",1972,3,40.595
"Gujarat",42,"JUNAGADH",1980,5,97.815
"Gujarat",42,"JUNAGADH",1985,6,66.77
"Gujarat",42,"JUNAGADH",1990,7,68.76
"Gujarat",42,"JUNAGADH",1995,8,25.095
"Gujarat",42,"JUNAGADH",1998,9,69.665
"Gujarat",42,"JUNAGADH",2002,10,21.25
"Gujarat",42,"JUNAGADH",2007,11,18.175
"Gujarat",42,"VEJALPUR",2017,13,8.235
"Gujarat",42,"VEJALPUR",2022,14,16.015
"Gujarat",43,"BABRA",1980,5,93.825
"Gujarat",43,"BABRA",1985,6,91.785
"Gujarat",43,"BABRA",1990,7,64.06
"Gujarat",43,"BABRA",1995,8,47.36
"Gujarat",43,"BABRA",1998,9,30.975
"Gujarat",43,"BABRA",2002,10,13.385
"Gujarat",43,"BABRA",2007,11,28.89
"Gujarat",43,"RAJULA",1972,3,45.295
"Gujarat",43,"VATVA",2017,13,5.785
"Gujarat",43,"VATVA",2022,14,16.04
"Gujarat",44,"ELLIS BRIDGE",2017,13,8.68
"Gujarat",44,"ELLIS BRIDGE",2022,14,14.15
"Gujarat",44,"KUNDLA",1972,3,65.625
"Gujarat",44,"LATHI",1980,5,97.965
"Gujarat",44,"LATHI",1985,6,96.64
"Gujarat",44,"LATHI",1990,7,56.26
"Gujarat",44,"LATHI",1995,8,56.68
"Gujarat",44,"LATHI",1998,9,32.74
"Gujarat",44,"LATHI",2002,10,31.515
"Gujarat",44,"LATHI",2007,11,24.83
"Gujarat",45,"AMRELI",1980,5,93.64
"Gujarat",45,"AMRELI",1985,6,71.615
"Gujarat",45,"AMRELI",1991,7,20.76
"Gujarat",45,"AMRELI",1995,8,12.34
"Gujarat",45,"AMRELI",1998,9,26.72
"Gujarat",45,"AMRELI",2002,10,25.31
"Gujarat",45,"AMRELI",2007,11,12.745
"Gujarat",45,"MAHUVA",1972,3,41.135
"Gujarat",45,"NARANPURA",2017,13,2.7
"Gujarat",45,"NARANPURA",2022,14,18.55
"Gujarat",46,"DHARI",1980,5,96.54
"Gujarat",46,"DHARI",1985,6,96.54
"Gujarat",46,"DHARI",1990,7,74.62
"Gujarat",46,"DHARI",1995,8,58.17
"Gujarat",46,"DHARI",1998,9,32
"Gujarat",46,"DHARI",2002,10,24.085
"Gujarat",46,"DHARI",2007,11,29.83
"Gujarat",46,"NIKOL",2017,13,14.38
"Gujarat",46,"NIKOL",2022,14,17.44
"Gujarat",46,"PALITANA",1972,3,39.715
"Gujarat",47,"KODINAR",1980,5,98.615
"Gujarat",47,"KODINAR",1985,6,93.24
"Gujarat",47,"KODINAR",1990,7,52.655
"Gujarat",47,"KODINAR",1995,8,42.585
"Gujarat",47,"KODINAR",1998,9,18.925
"Gujarat",47,"KODINAR",2002,10,21.42
"Gujarat",47,"KODINAR",2009,11,7.865
"Gujarat",47,"NARODA",2017,13,7.31
"Gujarat",47,"NARODA",2022,14,32.815
"Gujarat",47,"SIHOR",1972,3,31.34
"Gujarat",48,"GADHADA",1972,3,58.1
"Gujarat",48,"RAJULA",1980,5,98.165
"Gujarat",48,"RAJULA",1985,6,68.51
"Gujarat",48,"RAJULA",1990,7,73.625
"Gujarat",48,"RAJULA",1995,8,63.04
"Gujarat",48,"RAJULA",1998,9,59.83
"Gujarat",48,"RAJULA",2002,10,37.47
"Gujarat",48,"RAJULA",2007,11,13.155
"Gujarat",48,"THAKKARBAPA NAGAR",2017,13,10.725
"Gujarat",48,"THAKKARBAPA NAGAR",2022,14,20.71
"Gujarat",49,"BAPUNAGAR",2017,13,8.92
"Gujarat",49,"BAPUNAGAR",2022,14,11.865
"Gujarat",49,"BOTAD",1972,3,43.23
"Gujarat",49,"BOTAD",1975,4,18.66
"Gujarat",49,"BOTAD",1980,5,100.005
"Gujarat",49,"BOTAD",1985,6,84.89
"Gujarat",49,"BOTAD",1990,7,75.265
"Gujarat",49,"BOTAD",1995,8,49.33
"Gujarat",49,"BOTAD",1998,9,36.18
"Gujarat",49,"BOTAD",2002,10,21.085
"Gujarat",49,"BOTAD",2007,11,24.655
"Gujarat",50,"AMRAIWADI",2019,13,22.585
"Gujarat",50,"AMRAIWADI",2022,14,17.055
"Gujarat",50,"BHAVNAGAR",1972,3,47.665
"Gujarat",50,"GADHADA",1980,5,97.695
"Gujarat",50,"GADHADA",1985,6,97.7
"Gujarat",50,"GADHADA",1990,7,65.22
"Gujarat",50,"GADHADA",1995,8,6.06
"Gujarat",50,"GADHADA",1998,9,8.815
"Gujarat",50,"GADHADA",2002,10,15.79
"Gujarat",50,"GADHADA",2007,11,8.025
"Gujarat",51,"DARIAPUR",2017,13,3.395
"Gujarat",51,"DARIAPUR",2022,14,9.94
"Gujarat",51,"GHOGHO",1972,3,42.235
"Gujarat",51,"PALITANA",1980,5,63.215
"Gujarat",51,"PALITANA",1985,6,66.77
"Gujarat",51,"PALITANA",1990,7,58.66
"Gujarat",51,"PALITANA",1995,8,66.61
"Gujarat",51,"PALITANA",1998,9,25.485
"Gujarat",51,"PALITANA",2002,10,25.63
"Gujarat",51,"PALITANA",2007,11,17.875
"Gujarat",52,"JAMALPUR-KHADIA",2017,13,28.82
"Gujarat",52,"JAMALPUR-KHADIA",2022,14,18.61
"Gujarat",52,"SIHOR",1980,5,98.5
"Gujarat",52,"SIHOR",1985,6,89.8
"Gujarat",52,"SIHOR",1990,7,61.87
"Gujarat",52,"SIHOR",1995,8,42.75
"Gujarat",52,"SIHOR",1998,9,10.935
"Gujarat",52,"SIHOR",2002,10,5.995
"Gujarat",52,"SIHOR",2007,11,8.055
"Gujarat",52,"TALAJA",1972,3,64.985
"Gujarat",53,"DHANDHUKA",1972,3,51.385
"Gujarat",53,"KUNDLA",1980,5,95.855
"Gujarat",53,"KUNDLA",1985,6,95.85
"Gujarat",53,"KUNDLA",1990,7,59.115
"Gujarat",53,"KUNDLA",1995,8,61.11
"Gujarat",53,"KUNDLA",1998,9,19.745
"Gujarat",53,"KUNDLA",2002,10,12.54
"Gujarat",53,"KUNDLA",2007,11,14.465
"Gujarat",53,"MANINAGAR",2017,13,7.295
"Gujarat",53,"MANINAGAR",2022,14,13.79
"Gujarat",54,"DANILIMDA",2017,13,8.685
"Gujarat",54,"DANILIMDA",2022,14,19.74
"Gujarat",54,"DHOLKA",1972,3,46.22
"Gujarat",54,"MAHUVA",1980,5,92.765
"Gujarat",54,"MAHUVA",1985,6,99.995
"Gujarat",54,"MAHUVA",1990,7,80.58
"Gujarat",54,"MAHUVA",1995,8,71.36
"Gujarat",54,"MAHUVA",1998,9,22.01
"Gujarat",54,"MAHUVA",2002,10,19.84
"Gujarat",54,"MAHUVA",2007,11,72.34
"Gujarat",55,"BAVLA",1972,3,58.085
"Gujarat",55,"SABARMATI",2017,13,5.56
"Gujarat",55,"SABARMATI",2022,14,17.615
"Gujarat",55,"TALAJA",1980,5,94.01
"Gujarat",55,"TALAJA",1985,6,70.51
"Gujarat",55,"TALAJA",1990,7,46.555
"Gujarat",55,"TALAJA",1995,8,44.205
"Gujarat",55,"TALAJA",1998,9,14.065
"Gujarat",55,"TALAJA",2002,10,25.79
"Gujarat",55,"TALAJA",2007,11,28.15
"Gujarat",56,"ASARWA",2017,13,7.47
"Gujarat",56,"ASARWA",2022,14,14.8
"Gujarat",56,"GHOGHO",1980,5,79.4
"Gujarat",56,"GHOGHO",1985,6,68.41
"Gujarat",56,"GHOGHO",1990,7,55.515
"Gujarat",56,"GHOGHO",1995,8,76.33
"Gujarat",56,"GHOGHO",1998,9,39.05
"Gujarat",56,"GHOGHO",2002,10,7.47
"Gujarat",56,"GHOGHO",2007,11,10.675
"Gujarat",56,"SANAND",1972,3,57.51
"Gujarat",57,"BHAVNAGAR NORTH",1980,5,98.48
"Gujarat",57,"BHAVNAGAR NORTH",1985,6,68.785
"Gujarat",57,"BHAVNAGAR NORTH",1990,7,39.03
"Gujarat",57,"BHAVNAGAR NORTH",1995,8,13.29
"Gujarat",57,"BHAVNAGAR NORTH",1998,9,7.75
"Gujarat",57,"BHAVNAGAR NORTH",2002,10,30.095
"Gujarat",57,"BHAVNAGAR NORTH",2007,11,6.495
"Gujarat",57,"DASKROI",2017,13,8.82999999999999
"Gujarat",57,"DASKROI",2022,14,15.93
"Gujarat",57,"VIRAMGAM",1972,3,55.42
"Gujarat",58,"BHAVNAGAR SOUTH",1980,5,92.745
"Gujarat",58,"BHAVNAGAR SOUTH",1985,6,83.465
"Gujarat",58,"BHAVNAGAR SOUTH",1990,7,49.585
"Gujarat",58,"BHAVNAGAR SOUTH",1995,8,40.42
"Gujarat",58,"BHAVNAGAR SOUTH",1998,9,22.12
"Gujarat",58,"BHAVNAGAR SOUTH",2002,10,17.225
"Gujarat",58,"BHAVNAGAR SOUTH",2007,11,8.22
"Gujarat",58,"DHOLKA",2017,13,8.925
"Gujarat",58,"DHOLKA",2022,14,10.76
"Gujarat",58,"ELLISBRIDGE",1972,3,55.515
"Gujarat",59,"DARIAPUR KAZIPUR",1972,3,33.045
"Gujarat",59,"DHANDHUKA",1980,5,100
"Gujarat",59,"DHANDHUKA",1985,6,95.375
"Gujarat",59,"DHANDHUKA",1990,7,56.5
"Gujarat",59,"DHANDHUKA",1995,8,19.94
"Gujarat",59,"DHANDHUKA",1998,9,31.35
"Gujarat",59,"DHANDHUKA",2002,10,27.23
"Gujarat",59,"DHANDHUKA",2007,11,50.485
"Gujarat",59,"DHANDHUKA",2012,12,52.385
"Gujarat",59,"DHANDHUKA",2017,13,14.98
"Gujarat",59,"DHANDHUKA",2022,14,20.675
"Gujarat",60,"DASADA",2017,13,10.335
"Gujarat",60,"DASADA",2022,14,7.585
"Gujarat",60,"DHOLKA",1980,5,89.235
"Gujarat",60,"DHOLKA",1985,6,65.5
"Gujarat",60,"DHOLKA",1990,7,25.7
"Gujarat",60,"DHOLKA",1995,8,20.92
"Gujarat",60,"DHOLKA",1998,9,26.72
"Gujarat",60,"DHOLKA",2002,10,15.235
"Gujarat",60,"DHOLKA",2007,11,41.405
"Gujarat",61,"BAVLA",1980,5,100
"Gujarat",61,"BAVLA",1985,6,99.995
"Gujarat",61,"BAVLA",1990,7,70.1
"Gujarat",61,"BAVLA",1995,8,52.93
"Gujarat",61,"BAVLA",1998,9,32.825
"Gujarat",61,"BAVLA",2002,10,21.495
"Gujarat",61,"BAVLA",2007,11,8.665
"Gujarat",61,"KHADIA",1972,3,65.625
"Gujarat",61,"LIMBDI",2020,13,4.09
"Gujarat",61,"LIMBDI",2022,14,34.67
"Gujarat",62,"KALUPUR",1972,3,84.33
"Gujarat",62,"MANDAL",1980,5,99.995
"Gujarat",62,"MANDAL",1985,6,87.18
"Gujarat",62,"MANDAL",1990,7,37.36
"Gujarat",62,"MANDAL",1995,8,10.78
"Gujarat",62,"MANDAL",1998,9,50.24
"Gujarat",62,"MANDAL",2002,10,21.895
"Gujarat",62,"MANDAL",2007,11,7.415
"Gujarat",62,"WADHWAN",2017,13,2.41
"Gujarat",62,"WADHWAN",2022,14,33.03
"Gujarat",63,"CHOTILA",2017,13,16.78
"Gujarat",63,"CHOTILA",2022,14,34.53
"Gujarat",63,"SHAHPUR",1972,3,25.8
"Gujarat",63,"VIRAMGAM",1985,6,72.155
"Gujarat",63,"VIRAMGAM",1990,7,18.74
"Gujarat",63,"VIRAMGAM",1995,8,17.07
"Gujarat",63,"VIRAMGAM",1998,9,26.11
"Gujarat",63,"VIRAMGAM",2002,10,26.105
"Gujarat",63,"VIRAMGAM",2007,11,8.04
"Gujarat",64,"DHRANGADHRA",2019,13,12.295
"Gujarat",64,"DHRANGADHRA",2022,14,15.815
"Gujarat",64,"JAMALPUR",1972,3,63.405
"Gujarat",64,"SARKHEJ",1980,5,98
"Gujarat",64,"SARKHEJ",1985,6,77.405
"Gujarat",64,"SARKHEJ",1990,7,54.835
"Gujarat",64,"SARKHEJ",1997,8,30.89
"Gujarat",64,"SARKHEJ",1998,9,21.06
"Gujarat",64,"SARKHEJ",2002,10,9.96
"Gujarat",64,"SARKHEJ",2007,11,2.31
"Gujarat",65,"DASKROI",1980,5,98.005
"Gujarat",65,"DASKROI",1985,6,89.005
"Gujarat",65,"DASKROI",1990,7,37.69
"Gujarat",65,"DASKROI",1995,8,10.565
"Gujarat",65,"DASKROI",1998,9,34.74
"Gujarat",65,"DASKROI",2002,10,42.955
"Gujarat",65,"DASKROI",2007,11,5.545
"Gujarat",65,"KANKARIA",1972,3,39.01
"Gujarat",65,"MORVI",2020,13,10.21
"Gujarat",65,"MORVI",2022,14,24.295
"Gujarat",66,"DEHGAM",1980,5,99.995
"Gujarat",66,"DEHGAM",1985,6,68.515
"Gujarat",66,"DEHGAM",1990,7,27.73
"Gujarat",66,"DEHGAM",1995,8,9.565
"Gujarat",66,"DEHGAM",1998,9,29.925
"Gujarat",66,"DEHGAM",2002,10,29.405
"Gujarat",66,"DEHGAM",2009,11,6.87
"Gujarat",66,"RAKHIAL",1972,3,15.82
"Gujarat",66,"TANKARA",2017,13,16
"Gujarat",66,"TANKARA",2022,14,19.74
"Gujarat",67,"NARODA",1972,3,48.54
"Gujarat",67,"SABARMATI",1980,5,97.67
"Gujarat",67,"SABARMATI",1985,6,97.39
"Gujarat",67,"SABARMATI",1990,7,79.12
"Gujarat",67,"SABARMATI",1995,8,46.805
"Gujarat",67,"SABARMATI",2001,9,16.79
"Gujarat",67,"SABARMATI",2002,10,28.825
"Gujarat",67,"SABARMATI",2007,11,4.365
"Gujarat",67,"WANKANER",2017,13,19.985
"Gujarat",67,"WANKANER",2022,14,27.785
"Gujarat",68,"DASKROI",1972,3,53.26
"Gujarat",68,"ELLIS BRIDGE",1980,5,99.61
"Gujarat",68,"ELLIS BRIDGE",1985,6,98.67
"Gujarat",68,"ELLIS BRIDGE",1990,7,85.725
"Gujarat",68,"ELLIS BRIDGE",1995,8,79.135
"Gujarat",68,"ELLIS BRIDGE",1998,9,9.45
"Gujarat",68,"ELLIS BRIDGE",2002,10,4.89
"Gujarat",68,"ELLIS BRIDGE",2007,11,7.01
"Gujarat",68,"RAJKOT EAST",2017,13,17.94
"Gujarat",68,"RAJKOT EAST",2022,14,20.29
"Gujarat",69,"DARIAPUR-KAZIPUR",1985,6,80.08
"Gujarat",69,"DARIAPUR-KAZIPUR",1990,7,42.005
"Gujarat",69,"DARIAPUR-KAZIPUR",1995,8,14.475
"Gujarat",69,"DARIAPUR-KAZIPUR",1998,9,14.13
"Gujarat",69,"DARIAPUR-KAZIPUR",2002,10,15.9
"Gujarat",69,"DARIAPUR-KAZIPUR",2007,11,24.15
"Gujarat",69,"DEHGAM",1972,3,65.46
"Gujarat",69,"RAJKOT WEST",2017,13,5.735
"Gujarat",69,"RAJKOT WEST",2022,14,21.995
"Gujarat",70,"GANDHINAGAR",1972,3,56.69
"Gujarat",70,"RAJKOT SOUTH",2017,13,9.77
"Gujarat",70,"RAJKOT SOUTH",2022,14,21.305
"Gujarat",70,"SHAHPUR",1980,5,83.42
"Gujarat",70,"SHAHPUR",1985,6,85.8
"Gujarat",70,"SHAHPUR",1990,7,64.04
"Gujarat",70,"SHAHPUR",1995,8,10.645
"Gujarat",70,"SHAHPUR",1998,9,28.85
"Gujarat",70,"SHAHPUR",2002,10,11.13
"Gujarat",70,"SHAHPUR",2007,11,4.225
"Gujarat",71,"KALOL",1972,3,45.275
"Gujarat",71,"KALUPUR",1980,5,98.105
"Gujarat",71,"KALUPUR",1985,6,83.065
"Gujarat",71,"KALUPUR",1990,7,80.33
"Gujarat",71,"KALUPUR",1995,8,14.22
"Gujarat",71,"KALUPUR",1998,9,39.935
"Gujarat",71,"KALUPUR",2002,10,11.63
"Gujarat",71,"KALUPUR",2007,11,1.96
"Gujarat",71,"RAJKOT RURAL",2017,13,26.565
"Gujarat",71,"RAJKOT RURAL",2022,14,37.645
"Gujarat",72,"ASARWA",1980,5,99.175
"Gujarat",72,"ASARWA",1985,6,88.045
"Gujarat",72,"ASARWA",1990,7,6.23
"Gujarat",72,"ASARWA",1995,8,11
"Gujarat",72,"ASARWA",1998,9,21.81
"Gujarat",72,"ASARWA",2002,10,24.78
"Gujarat",72,"ASARWA",2007,11,8.19
"Gujarat",72,"JASDAN",2018,13,15.61
"Gujarat",72,"JASDAN",2022,14,31.25
"Gujarat",72,"KADI",1972,3,60.015
"Gujarat",73,"GONDAL",2017,13,45.98
"Gujarat",73,"GONDAL",2022,14,18.06
"Gujarat",73,"JOTANA",1972,3,65.78
"Gujarat",73,"RAKHIAL",1980,5,95.865
"Gujarat",73,"RAKHIAL",1985,6,83.63
"Gujarat",73,"RAKHIAL",1990,7,64.495
"Gujarat",73,"RAKHIAL",1995,8,20
"Gujarat",73,"RAKHIAL",1998,9,25.78
"Gujarat",73,"RAKHIAL",2002,10,19.975
"Gujarat",73,"RAKHIAL",2007,11,7.155
"Gujarat",74,"JETPUR",2017,13,19.79
"Gujarat",74,"JETPUR",2022,14,36.015
"Gujarat",74,"MEHSANA",1972,3,57.655
"Gujarat",74,"SHAHER KOTDA",1980,5,98.8
"Gujarat",74,"SHAHER KOTDA",1985,6,92.875
"Gujarat",74,"SHAHER KOTDA",1990,7,49.9
"Gujarat",74,"SHAHER KOTDA",1995,8,28.49
"Gujarat",74,"SHAHER KOTDA",2002,10,29.595
"Gujarat",74,"SHAHER KOTDA",2007,11,46.13
"Gujarat",75,"DHORAJI",2017,13,18.69
"Gujarat",75,"DHORAJI",2022,14,24.985
"Gujarat",75,"KHADIA",1980,5,96.08
"Gujarat",75,"KHADIA",1985,6,43.87
"Gujarat",75,"KHADIA",1990,7,27.84
"Gujarat",75,"KHADIA",1995,8,26.9
"Gujarat",75,"KHADIA",1998,9,18.99
"Gujarat",75,"KHADIA",2002,10,23.24
"Gujarat",75,"KHADIA",2011,11,6.45
"Gujarat",75,"MANSA",1972,3,74.265
"Gujarat",76,"JAMALPUR",1980,5,99.325
"Gujarat",76,"JAMALPUR",1985,6,93.045
"Gujarat",76,"JAMALPUR",1990,7,58.82
"Gujarat",76,"JAMALPUR",1995,8,42.77
"Gujarat",76,"JAMALPUR",1998,9,10.6
"Gujarat",76,"JAMALPUR",2003,10,46.425
"Gujarat",76,"JAMALPUR",2007,11,5.71
"Gujarat",76,"KALAWAD",2017,13,30.17
"Gujarat",76,"KALAWAD",2022,14,45.605
"Gujarat",76,"VIJAPUR",1972,3,58.2
"Gujarat",77,"JAMNAGAR RURAL",2019,13,17.345
"Gujarat",77,"JAMNAGAR RURAL",2022,14,38.935
"Gujarat",77,"MANINAGAR",1980,5,98.6
"Gujarat",77,"MANINAGAR",1985,6,98.405
"Gujarat",77,"MANINAGAR",1990,7,54.755
"Gujarat",77,"MANINAGAR",1995,8,25.65
"Gujarat",77,"MANINAGAR",1998,9,11
"Gujarat",77,"MANINAGAR",2002,10,12.62
"Gujarat",77,"MANINAGAR",2007,11,4.925
"Gujarat",77,"VISNAGAR",1972,3,52.275
"Gujarat",78,"JAMNAGAR NORTH",2017,13,21.655
"Gujarat",78,"JAMNAGAR NORTH",2022,14,24.545
"Gujarat",78,"KHERALU",1972,3,34.555
"Gujarat",78,"NARODA",1981,5,66.245
"Gujarat",78,"NARODA",1985,6,30.915
"Gujarat",78,"NARODA",1990,7,48.72
"Gujarat",78,"NARODA",1995,8,24.08
"Gujarat",78,"NARODA",1998,9,20.21
"Gujarat",78,"NARODA",2002,10,9.95
"Gujarat",78,"NARODA",2007,11,4.29
"Gujarat",79,"GANDHINAGAR",1980,5,97.52
"Gujarat",79,"GANDHINAGAR",1985,6,74.84
"Gujarat",79,"GANDHINAGAR",1990,7,52.23
"Gujarat",79,"GANDHINAGAR",1995,8,43.615
"Gujarat",79,"GANDHINAGAR",1998,9,31.08
"Gujarat",79,"GANDHINAGAR",2002,10,32.28
"Gujarat",79,"GANDHINAGAR",2007,11,29.875
"Gujarat",79,"JAMNAGAR SOUTH",2017,13,11.39
"Gujarat",79,"JAMNAGAR SOUTH",2022,14,26.85
"Gujarat",79,"UNJHA",1972,3,68.28
"Gujarat",80,"JAMJODHPUR",2017,13,16.61
"Gujarat",80,"JAMJODHPUR",2022,14,48.475
"Gujarat",80,"KALOL",1980,5,98.835
"Gujarat",80,"KALOL",1985,6,60.185
"Gujarat",80,"KALOL",1990,7,35.775
"Gujarat",80,"KALOL",1995,8,17.6
"Gujarat",80,"KALOL",1998,9,23.67
"Gujarat",80,"KALOL",2002,10,13.165
"Gujarat",80,"KALOL",2007,11,7.545
"Gujarat",81,"KADI",1980,5,96.795
"Gujarat",81,"KADI",1985,6,64.59
"Gujarat",81,"KADI",1990,7,16.85
"Gujarat",81,"KADI",1995,8,21.35
"Gujarat",81,"KADI",1998,9,10.57
"Gujarat",81,"KADI",2002,10,11.455
"Gujarat",81,"KADI",2007,11,3.84
"Gujarat",81,"KHAMBHALIA",2017,13,4.575
"Gujarat",81,"KHAMBHALIA",2022,14,33.585
"Gujarat",81,"PATAN",1972,3,54.86
"Gujarat",82,"CHANASMA",1972,3,52.72
"Gujarat",82,"DWARKA",2017,13,4.865
"Gujarat",82,"DWARKA",2022,14,18.69
"Gujarat",82,"JOTANA",1980,5,100.005
"Gujarat",82,"JOTANA",1985,6,62.875
"Gujarat",82,"JOTANA",1990,7,17.49
"Gujarat",82,"JOTANA",1995,8,5.91
"Gujarat",82,"JOTANA",1998,9,20.915
"Gujarat",82,"JOTANA",2002,10,23.64
"Gujarat",82,"JOTANA",2007,11,8.71
"Gujarat",83,"MEHSANA",1981,5,72.65
"Gujarat",83,"MEHSANA",1985,6,24.175
"Gujarat",83,"MEHSANA",1990,7,25.56
"Gujarat",83,"MEHSANA",1995,8,7.42
"Gujarat",83,"MEHSANA",1998,9,14.225
"Gujarat",83,"MEHSANA",2002,10,15.725
"Gujarat",83,"MEHSANA",2007,11,8.35
"Gujarat",83,"PORBANDAR",2017,13,8.765
"Gujarat",83,"PORBANDAR",2022,14,8.755
"Gujarat",83,"SAMI",1972,3,34.17
"Gujarat",84,"KUTIYANA",2017,13,56.39
"Gujarat",84,"KUTIYANA",2022,14,64.44
"Gujarat",84,"MANSA",1980,5,92.25
"Gujarat",84,"MANSA",1985,6,66.42
"Gujarat",84,"MANSA",1990,7,48.12
"Gujarat",84,"MANSA",1995,8,59.015
"Gujarat",84,"MANSA",1998,9,32.84
"Gujarat",84,"MANSA",2002,10,33.37
"Gujarat",84,"MANSA",2007,11,16.405
"Gujarat",84,"RADHANPUR",1972,3,52.53
"Gujarat",85,"MANAVADAR",2019,13,10.7
"Gujarat",85,"MANAVADAR",2022,14,17.095
"Gujarat",85,"VAV",1972,3,68.55
"Gujarat",85,"VIJAPUR",1980,5,97.475
"Gujarat",85,"VIJAPUR",1985,6,50.965
"Gujarat",85,"VIJAPUR",1990,7,34.83
"Gujarat",85,"VIJAPUR",1995,8,34.675
"Gujarat",85,"VIJAPUR",1998,9,38.95
"Gujarat",85,"VIJAPUR",2002,10,37.77
"Gujarat",85,"VIJAPUR",2007,11,9.44
"Gujarat",86,"JUNAGADH",2017,13,15.245
"Gujarat",86,"JUNAGADH",2022,14,25.475
"Gujarat",86,"VISNAGAR",1980,5,96.43
"Gujarat",86,"VISNAGAR",1985,6,71.07
"Gujarat",86,"VISNAGAR",1990,7,45.535
"Gujarat",86,"VISNAGAR",1995,8,48.12
"Gujarat",86,"VISNAGAR",1998,9,56.86
"Gujarat",86,"VISNAGAR",2002,10,56.77
"Gujarat",86,"VISNAGAR",2007,11,18.065
"Gujarat",87,"KHERALU",1980,5,99.99
"Gujarat",87,"KHERALU",1985,6,99.995
"Gujarat",87,"KHERALU",1990,7,73.215
"Gujarat",87,"KHERALU",1995,8,72.475
"Gujarat",87,"KHERALU",1998,9,34.11
"Gujarat",87,"KHERALU",2002,10,34.12
"Gujarat",87,"KHERALU",2007,11,9.125
"Gujarat",87,"VISAVADAR",2017,13,6.81
"Gujarat",87,"VISAVADAR",2022,14,47.475
"Gujarat",88,"DEESA",1972,3,58.475
"Gujarat",88,"KESHOD",2017,13,23.59
"Gujarat",88,"KESHOD",2022,14,28.57
"Gujarat",88,"UNJHA",1980,5,99.095
"Gujarat",88,"UNJHA",1985,6,99.45
"Gujarat",88,"UNJHA",1990,7,86.87
"Gujarat",88,"UNJHA",1995,8,85.97
"Gujarat",88,"UNJHA",1998,9,44.215
"Gujarat",88,"UNJHA",2002,10,31.54
"Gujarat",88,"UNJHA",2007,11,12.175
